label,message,message_length,tokens,word_count
ham,do u noe how 2 send files between 2 computers,45,"['do', 'u', 'noe', 'how', '2', 'send', 'files', 'between', '2', 'computers']",10
ham,mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,149,"['mmmmm', 'i', 'loved', 'waking', 'to', 'your', 'words', 'this', 'morning', 'i', 'miss', 'you', 'too', 'my', 'love', 'i', 'hope', 'your', 'day', 'goes', 'well', 'and', 'you', 'are', 'happy', 'i', 'wait', 'for', 'us', 'to', 'be', 'together', 'again']",33
ham,jay says hell put in ltgt,25,"['jay', 'says', 'hell', 'put', 'in', 'ltgt']",6
ham,can you just come in for a sec theres somebody here i want you to see,69,"['can', 'you', 'just', 'come', 'in', 'for', 'a', 'sec', 'theres', 'somebody', 'here', 'i', 'want', 'you', 'to', 'see']",16
ham,so the sun is anti sleep medicine,33,"['so', 'the', 'sun', 'is', 'anti', 'sleep', 'medicine']",7
ham,whats happening with you have you gotten a job and have you begun registration for permanent residency,102,"['whats', 'happening', 'with', 'you', 'have', 'you', 'gotten', 'a', 'job', 'and', 'have', 'you', 'begun', 'registration', 'for', 'permanent', 'residency']",17
ham,yup ok,6,"['yup', 'ok']",2
ham,glad it went well come over at 11 then well have plenty of time before claire goes to work,90,"['glad', 'it', 'went', 'well', 'come', 'over', 'at', '11', 'then', 'well', 'have', 'plenty', 'of', 'time', 'before', 'claire', 'goes', 'to', 'work']",19
ham,ok enjoy r u there in home,26,"['ok', 'enjoy', 'r', 'u', 'there', 'in', 'home']",7
ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,150,"['can', 'you', 'pls', 'pls', 'send', 'me', 'a', 'mail', 'on', 'all', 'you', 'know', 'about', 'relatives', 'coming', 'to', 'deliver', 'here', 'all', 'you', 'know', 'about', 'costs', 'risks', 'benefits', 'and', 'anything', 'else', 'thanks']",29
ham,you do what all you like,24,"['you', 'do', 'what', 'all', 'you', 'like']",6
ham,thats y we haf to combine n c how lor,37,"['thats', 'y', 'we', 'haf', 'to', 'combine', 'n', 'c', 'how', 'lor']",10
ham,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school,105,"['the', 'monthly', 'amount', 'is', 'not', 'that', 'terrible', 'and', 'you', 'will', 'not', 'pay', 'anything', 'till', '6months', 'after', 'finishing', 'school']",18
ham,hmmmhow many players selected,29,"['hmmmhow', 'many', 'players', 'selected']",4
ham,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation,109,"['they', 'said', 'if', 'its', 'gonna', 'snow', 'it', 'will', 'start', 'around', '8', 'or', '9', 'pm', 'tonite', 'they', 'are', 'predicting', 'an', 'inch', 'of', 'accumulation']",22
ham,i dont can you send it to me plus hows mode,43,"['i', 'dont', 'can', 'you', 'send', 'it', 'to', 'me', 'plus', 'hows', 'mode']",11
ham,aiyo please got time meh,24,"['aiyo', 'please', 'got', 'time', 'meh']",5
ham,package all your programs well,30,"['package', 'all', 'your', 'programs', 'well']",5
ham,she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 herwho was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women,270,"['she', 'is', 'our', 'sister', 'she', 'belongs', '2', 'our', 'family', 'she', 'is', 'd', 'hope', 'of', 'tomorrow', 'pray', '4', 'herwho', 'was', 'fated', '4', 'd', 'shoranur', 'train', 'incident', 'lets', 'hold', 'our', 'hands', 'together', 'amp', 'fuelled', 'by', 'love', 'amp', 'concern', 'prior', '2', 'her', 'grief', 'amp', 'pain', 'pls', 'join', 'in', 'dis', 'chain', 'amp', 'pass', 'it', 'stop', 'violence', 'against', 'women']",54
ham,so are you guys asking that i get that slippers again or its gone with last year,80,"['so', 'are', 'you', 'guys', 'asking', 'that', 'i', 'get', 'that', 'slippers', 'again', 'or', 'its', 'gone', 'with', 'last', 'year']",17
ham,company is very goodenvironment is terrific and food is really nice,67,"['company', 'is', 'very', 'goodenvironment', 'is', 'terrific', 'and', 'food', 'is', 'really', 'nice']",11
spam,text82228 get more ringtones logos and games from wwwtxt82228com questions infotxt82228couk,91,"['text82228', 'get', 'more', 'ringtones', 'logos', 'and', 'games', 'from', 'wwwtxt82228com', 'questions', 'infotxt82228couk']",11
ham,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,120,"['honestly', 'ive', 'just', 'made', 'a', 'lovely', 'cup', 'of', 'tea', 'and', 'promptly', 'dropped', 'my', 'keys', 'in', 'it', 'and', 'then', 'burnt', 'my', 'fingers', 'getting', 'them', 'out']",24
ham,yup but not studying surfing lor im in e lazy mode today,56,"['yup', 'but', 'not', 'studying', 'surfing', 'lor', 'im', 'in', 'e', 'lazy', 'mode', 'today']",12
ham,please sen my kind advice please come here and try,50,"['please', 'sen', 'my', 'kind', 'advice', 'please', 'come', 'here', 'and', 'try']",10
ham,im done c there,15,"['im', 'done', 'c', 'there']",4
ham,oh fine ill be by tonight,25,"['oh', 'fine', 'ill', 'be', 'by', 'tonight']",6
ham,give me some time to walk there,31,"['give', 'me', 'some', 'time', 'to', 'walk', 'there']",7
ham,ill reach in ard 20 mins ok,27,"['ill', 'reach', 'in', 'ard', '20', 'mins', 'ok']",7
spam,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300pwk sprwm ph08704050406,148,"['freemsg', 'you', 'have', 'been', 'awarded', 'a', 'free', 'mini', 'digital', 'camera', 'just', 'reply', 'snap', 'to', 'collect', 'your', 'prize', 'quizclub', 'opt', 'out', 'stop', '80122300pwk', 'sprwm', 'ph08704050406']",24
ham,fuck babe what happened to you how come you never came back,59,"['fuck', 'babe', 'what', 'happened', 'to', 'you', 'how', 'come', 'you', 'never', 'came', 'back']",12
spam,this message is brought to you by gmw ltd and is not connected to the,69,"['this', 'message', 'is', 'brought', 'to', 'you', 'by', 'gmw', 'ltd', 'and', 'is', 'not', 'connected', 'to', 'the']",15
ham,some friends want me to drive em someplace probably take a while,64,"['some', 'friends', 'want', 'me', 'to', 'drive', 'em', 'someplace', 'probably', 'take', 'a', 'while']",12
ham,i also thk too fast xy suggest one not me u dun wan its ok going 2 rain leh where got gd,88,"['i', 'also', 'thk', 'too', 'fast', 'xy', 'suggest', 'one', 'not', 'me', 'u', 'dun', 'wan', 'its', 'ok', 'going', '2', 'rain', 'leh', 'where', 'got', 'gd']",22
ham,are you still getting the goods,31,"['are', 'you', 'still', 'getting', 'the', 'goods']",6
ham,and maybe some pressies,23,"['and', 'maybe', 'some', 'pressies']",4
ham,yeah i am so ill leave maybe 7ish,33,"['yeah', 'i', 'am', 'so', 'ill', 'leave', 'maybe', '7ish']",8
ham,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen,137,"['i', 'told', 'her', 'i', 'had', 'a', 'dr', 'appt', 'next', 'week', 'she', 'thinks', 'im', 'gonna', 'die', 'i', 'told', 'her', 'its', 'just', 'a', 'check', 'nothing', 'to', 'be', 'worried', 'about', 'but', 'she', 'didnt', 'listen']",31
ham,you in your room i need a few,29,"['you', 'in', 'your', 'room', 'i', 'need', 'a', 'few']",8
ham,i dont want to hear anything,28,"['i', 'dont', 'want', 'to', 'hear', 'anything']",6
ham,hey for me there is no leave on friday wait i will ask my superior and tell you,79,"['hey', 'for', 'me', 'there', 'is', 'no', 'leave', 'on', 'friday', 'wait', 'i', 'will', 'ask', 'my', 'superior', 'and', 'tell', 'you']",18
ham,ultimately tor motive tui achieve korli,39,"['ultimately', 'tor', 'motive', 'tui', 'achieve', 'korli']",6
ham,from 5 to 2 only my work timing,31,"['from', '5', 'to', '2', 'only', 'my', 'work', 'timing']",8
ham,and dont worry well have finished by march ish,46,"['and', 'dont', 'worry', 'well', 'have', 'finished', 'by', 'march', 'ish']",9
ham,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,115,"['the', 'house', 'is', 'on', 'the', 'water', 'with', 'a', 'dock', 'a', 'boat', 'rolled', 'up', 'with', 'a', 'newscaster', 'who', 'dabbles', 'in', 'jazz', 'flute', 'behind', 'the', 'wheel']",24
spam,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,151,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'yours', 'call', '09063458130', 'now', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",26
spam,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video,151,"['your', 'next', 'amazing', 'xxx', 'picsfree1', 'video', 'will', 'be', 'sent', 'to', 'you', 'enjoy', 'if', 'one', 'vid', 'is', 'not', 'enough', 'for', '2day', 'text', 'back', 'the', 'keyword', 'picsfree1', 'to', 'get', 'the', 'next', 'video']",30
ham,now thats going to ruin your thesis,35,"['now', 'thats', 'going', 'to', 'ruin', 'your', 'thesis']",7
ham,in sch but neva mind u eat 1st lor,34,"['in', 'sch', 'but', 'neva', 'mind', 'u', 'eat', '1st', 'lor']",9
ham,hey whats up u sleeping all morning,35,"['hey', 'whats', 'up', 'u', 'sleeping', 'all', 'morning']",7
ham,erm i thought the contract ran out the4th of october,52,"['erm', 'i', 'thought', 'the', 'contract', 'ran', 'out', 'the4th', 'of', 'october']",10
ham,i dunno until when lets go learn pilates,40,"['i', 'dunno', 'until', 'when', 'lets', 'go', 'learn', 'pilates']",8
spam,u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to 83435 helpline 08706091795,130,"['u', 'are', 'subscribed', 'to', 'the', 'best', 'mobile', 'content', 'service', 'in', 'the', 'uk', 'for', '3', 'per', 'ten', 'days', 'until', 'you', 'send', 'stop', 'to', '83435', 'helpline', '08706091795']",25
ham,yup im elaborating on the safety aspects and some other issues,62,"['yup', 'im', 'elaborating', 'on', 'the', 'safety', 'aspects', 'and', 'some', 'other', 'issues']",11
spam,3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 150 each,123,"['3', 'free', 'tarot', 'texts', 'find', 'out', 'about', 'your', 'love', 'life', 'now', 'try', '3', 'for', 'free', 'text', 'chance', 'to', '85555', '16', 'only', 'after', '3', 'free', 'msgs', '150', 'each']",27
ham,goodmorning today i am late for 1hr,35,"['goodmorning', 'today', 'i', 'am', 'late', 'for', '1hr']",7
ham,hi happy birthday hi hi hi hi hi hi hi,38,"['hi', 'happy', 'birthday', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",10
ham,i will be outside office take all from there,44,"['i', 'will', 'be', 'outside', 'office', 'take', 'all', 'from', 'there']",9
ham,if you dont respond imma assume youre still asleep and imma start calling n shit,80,"['if', 'you', 'dont', 'respond', 'imma', 'assume', 'youre', 'still', 'asleep', 'and', 'imma', 'start', 'calling', 'n', 'shit']",15
ham,aight see you in a bit,22,"['aight', 'see', 'you', 'in', 'a', 'bit']",6
ham,my superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it,149,"['my', 'superior', 'telling', 'that', 'friday', 'is', 'leave', 'for', 'all', 'other', 'department', 'except', 'oursso', 'it', 'will', 'be', 'leave', 'for', 'youany', 'way', 'call', 'waheed', 'fathima', 'hr', 'and', 'conform', 'it']",27
spam,join the uks horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nytec2a3lpmsg150p,144,"['join', 'the', 'uks', 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', '2nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instructions', 'txt', 'entry', 'to', '69888', 'now', 'nytec2a3lpmsg150p']",25
ham,lol i have to take it member how i said my aunt flow didnt visit for 6 months its cause i developed ovarian cysts bc is the only way to shrink them,147,"['lol', 'i', 'have', 'to', 'take', 'it', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', 'didnt', 'visit', 'for', '6', 'months', 'its', 'cause', 'i', 'developed', 'ovarian', 'cysts', 'bc', 'is', 'the', 'only', 'way', 'to', 'shrink', 'them']",32
ham,still work going onit is very small house,41,"['still', 'work', 'going', 'onit', 'is', 'very', 'small', 'house']",8
ham,my friend just got here and says hes upping his order by a few grams hes got ltgt when can you get here,103,"['my', 'friend', 'just', 'got', 'here', 'and', 'says', 'hes', 'upping', 'his', 'order', 'by', 'a', 'few', 'grams', 'hes', 'got', 'ltgt', 'when', 'can', 'you', 'get', 'here']",23
ham,tmr timin still da same wat cos i got lesson until 6,52,"['tmr', 'timin', 'still', 'da', 'same', 'wat', 'cos', 'i', 'got', 'lesson', 'until', '6']",12
ham,thats the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,119,"['thats', 'the', 'thing', 'with', 'apes', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']",26
ham,no im not gonna be able to too late notice ill be home in a few weeks anyway what are the plans,95,"['no', 'im', 'not', 'gonna', 'be', 'able', 'to', 'too', 'late', 'notice', 'ill', 'be', 'home', 'in', 'a', 'few', 'weeks', 'anyway', 'what', 'are', 'the', 'plans']",22
ham,got fujitsu ibm hp toshiba got a lot of model how to say,56,"['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say']",13
ham,okie thanx,10,"['okie', 'thanx']",2
ham,gosh that what a pain spose i better come then,46,"['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']",10
ham,as usualiam fine happy amp doing well,37,"['as', 'usualiam', 'fine', 'happy', 'amp', 'doing', 'well']",7
ham,okie,4,['okie'],1
ham,so when you gonna get rimac access,34,"['so', 'when', 'you', 'gonna', 'get', 'rimac', 'access']",7
ham,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late,92,"['im', 'at', 'arestaurant', 'eating', 'squid', 'i', 'will', 'be', 'out', 'about', '1030', 'wanna', 'dosomething', 'or', 'is', 'that', 'to', 'late']",18
ham,you call times job today ok umma and ask them to speed up,57,"['you', 'call', 'times', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']",13
ham,hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite2 today of wrk,127,"['hello', 'ucall', 'wen', 'u', 'finish', 'wrki', 'fancy', 'meetin', 'up', 'wiv', 'u', 'all', 'tonite', 'as', 'i', 'need', 'a', 'break', 'from', 'dabooks', 'did', '4', 'hrs', 'last', 'nite2', 'today', 'of', 'wrk']",28
ham,r u sam p in eachother if we meet we can go 2 my house,54,"['r', 'u', 'sam', 'p', 'in', 'eachother', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'house']",15
ham,yeah lol luckily i didnt have a starring role like you,54,"['yeah', 'lol', 'luckily', 'i', 'didnt', 'have', 'a', 'starring', 'role', 'like', 'you']",11
ham,hello madam how are you,23,"['hello', 'madam', 'how', 'are', 'you']",5
ham,awesome text me when youre restocked,36,"['awesome', 'text', 'me', 'when', 'youre', 'restocked']",6
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice tcs wwwtklscom age16 to stoptxtstop150week,146,"['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekly', 'draw', '4', 'a', '250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choice', 'tcs', 'wwwtklscom', 'age16', 'to', 'stoptxtstop150week']",28
ham,yes its all innocent fun o,26,"['yes', 'its', 'all', 'innocent', 'fun', 'o']",6
ham,thanks for sending this mental ability question,47,"['thanks', 'for', 'sending', 'this', 'mental', 'ability', 'question']",7
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,236,"['sir', 'hope', 'your', 'day', 'is', 'going', 'smoothly', 'i', 'really', 'hoped', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'this', 'i', 'have', 'some', 'bills', 'that', 'i', 'cant', 'settle', 'this', 'month', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash', 'i', 'know', 'this', 'is', 'a', 'challenging', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know']",52
ham,2marrow only wed at ltgt to 2 aha,33,"['2marrow', 'only', 'wed', 'at', 'ltgt', 'to', '2', 'aha']",8
ham,i went to ur hon lab but no one is there,40,"['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there']",11
